sound_kit_id,reason,attack_roles_found,creature_sound_data_ids,creature_model_data_ids,creature_display_ids,display_gender_values,file_count_in_sound_kit,file_data_ids,filenames
159015,no_creature_model_data_for_creature_sound_data,attack,6875,,,,7,3607192|3607194|3607196|3607198|3607200|3607202|3607204,mon_superzombie2_attack_00_159007|mon_superzombie2_attack_01_159007|mon_superzombie2_attack_02_159007|mon_superzombie2_attack_03_159007|mon_superzombie2_attack_04_159007|mon_superzombie2_attack_05_159007|mon_superzombie2_attack_06_159007
159016,no_creature_model_data_for_creature_sound_data,attack_critical,6875,,,,3,3607186|3607188|3607190,mon_superzombie2_attackcritical_00_159008|mon_superzombie2_attackcritical_01_159008|mon_superzombie2_attackcritical_02_159008
159023,no_creature_model_data_for_creature_sound_data,attack,6876,,,,7,3607192|3607194|3607196|3607198|3607200|3607202|3607204,mon_superzombie2_attack_00_159007|mon_superzombie2_attack_01_159007|mon_superzombie2_attack_02_159007|mon_superzombie2_attack_03_159007|mon_superzombie2_attack_04_159007|mon_superzombie2_attack_05_159007|mon_superzombie2_attack_06_159007
159024,no_creature_model_data_for_creature_sound_data,attack_critical,6876,,,,3,3607186|3607188|3607190,mon_superzombie2_attackcritical_00_159008|mon_superzombie2_attackcritical_01_159008|mon_superzombie2_attackcritical_02_159008
159161,no_creature_model_data_for_creature_sound_data,attack,6878,,,,7,3607384|3615342|3615344|3615346|3615348|3615350|3615352,mon_manaray_attack_00_159165|mon_manaray_attack_01_159165|mon_manaray_attack_02_159165|mon_manaray_attack_03_159165|mon_manaray_attack_04_159165|mon_manaray_attack_05_159165|mon_manaray_attack_06_159165
159165,no_creature_model_data_for_creature_sound_data,attack,6879,,,,7,3607384|3615342|3615344|3615346|3615348|3615350|3615352,mon_manaray_attack_00_159165|mon_manaray_attack_01_159165|mon_manaray_attack_02_159165|mon_manaray_attack_03_159165|mon_manaray_attack_04_159165|mon_manaray_attack_05_159165|mon_manaray_attack_06_159165
159348,no_creature_sound_data_attack_mapping,,,,,,9,3558018|3558020|3558022|3558024|3558026|3558028|3558030|3558032|3558034,mon_miru_soulblossom_attack_01_155445|mon_miru_soulblossom_attack_02_155445|mon_miru_soulblossom_attack_03_155445|mon_miru_soulblossom_attack_04_155445|mon_miru_soulblossom_attack_05_155445|mon_miru_soulblossom_attack_06_155445|mon_miru_soulblossom_attack_07_155445|mon_miru_soulblossom_attack_08_155445|mon_miru_soulblossom_attack_09_155445
159351,no_creature_sound_data_attack_mapping,,,,,,4,3558010|3558012|3558014|3558016,mon_miru_soulblossom_attackcritical_01_155446|mon_miru_soulblossom_attackcritical_02_155446|mon_miru_soulblossom_attackcritical_03_155446|mon_miru_soulblossom_attackcritical_04_155446
159372,no_creature_model_data_for_creature_sound_data,attack,6882,,,,10,3608774|3608776|3608778|3608780|3608782|3608784|3608786|3608788|3608790|3608792,mon_huln_highmountain_attack_00_159372|mon_huln_highmountain_attack_01_159372|mon_huln_highmountain_attack_02_159372|mon_huln_highmountain_attack_03_159372|mon_huln_highmountain_attack_04_159372|mon_huln_highmountain_attack_05_159372|mon_huln_highmountain_attack_06_159372|mon_huln_highmountain_attack_07_159372|mon_huln_highmountain_attack_08_159372|mon_huln_highmountain_attack_09_159372
159373,no_creature_model_data_for_creature_sound_data,attack_critical,6882,,,,4,3608814|3608816|3608818|3608820,mon_huln_highmountain_attackcritical_00_159373|mon_huln_highmountain_attackcritical_01_159373|mon_huln_highmountain_attackcritical_02_159373|mon_huln_highmountain_attackcritical_03_159373
159619,no_creature_model_data_for_creature_sound_data,attack,6883,,,,11,3609898|3609900|3609902|3609904|3609906|3609908|3609910|3609912|3609914|3609916|3609918,mon_breka_grimaxe_attack_00_159619|mon_breka_grimaxe_attack_01_159619|mon_breka_grimaxe_attack_02_159619|mon_breka_grimaxe_attack_03_159619|mon_breka_grimaxe_attack_04_159619|mon_breka_grimaxe_attack_05_159619|mon_breka_grimaxe_attack_06_159619|mon_breka_grimaxe_attack_07_159619|mon_breka_grimaxe_attack_08_159619|mon_breka_grimaxe_attack_09_159619|mon_breka_grimaxe_attack_10_159619
159620,no_creature_model_data_for_creature_sound_data,attack_critical,6883,,,,5,3609942|3609944|3609946|3609948|3609950,mon_breka_grimaxe_attackcritical_00_159620|mon_breka_grimaxe_attackcritical_01_159620|mon_breka_grimaxe_attackcritical_02_159620|mon_breka_grimaxe_attackcritical_03_159620|mon_breka_grimaxe_attackcritical_04_159620
159636,no_creature_sound_data_attack_mapping,,,,,,10,3610113|3610115|3610117|3610119|3610121|3610123|3610125|3610127|3610129|3610131,mon_invisibleman_attack_01_159636|mon_invisibleman_attack_02_159636|mon_invisibleman_attack_03_159636|mon_invisibleman_attack_04_159636|mon_invisibleman_attack_05_159636|mon_invisibleman_attack_06_159636|mon_invisibleman_attack_07_159636|mon_invisibleman_attack_08_159636|mon_invisibleman_attack_09_159636|mon_invisibleman_attack_10_159636
159637,no_creature_sound_data_attack_mapping,,,,,,5,3610103|3610105|3610107|3610109|3610111,mon_invisibleman_attackcritical_01_159637|mon_invisibleman_attackcritical_02_159637|mon_invisibleman_attackcritical_03_159637|mon_invisibleman_attackcritical_04_159637|mon_invisibleman_attackcritical_05_159637
159769,no_creature_model_data_for_creature_sound_data,attack,6886,,,,10,3611113|3611115|3611117|3611119|3611121|3611123|3611125|3611127|3611129|3611131,mon_kyrianfemale_attack_00_159769|mon_kyrianfemale_attack_01_159769|mon_kyrianfemale_attack_02_159769|mon_kyrianfemale_attack_03_159769|mon_kyrianfemale_attack_04_159769|mon_kyrianfemale_attack_05_159769|mon_kyrianfemale_attack_06_159769|mon_kyrianfemale_attack_07_159769|mon_kyrianfemale_attack_08_159769|mon_kyrianfemale_attack_09_159769
159770,no_creature_model_data_for_creature_sound_data,attack_critical,6886,,,,5,3611103|3611105|3611107|3611109|3611111,mon_kyrianfemale_attackcritical_00_159770|mon_kyrianfemale_attackcritical_01_159770|mon_kyrianfemale_attackcritical_02_159770|mon_kyrianfemale_attackcritical_03_159770|mon_kyrianfemale_attackcritical_04_159770
159797,no_creature_sound_data_attack_mapping,,,,,,5,3612013|3612015|3612017|3612019|3612021,deathwingbabymurloc_attackcritical_3612013|deathwingbabymurloc_attackcritical_3612015|deathwingbabymurloc_attackcritical_3612017|deathwingbabymurloc_attackcritical_3612019|deathwingbabymurloc_attackcritical_3612021
159817,no_creature_sound_data_attack_mapping,,,,,,10,3612327|3612329|3612331|3612333|3612335|3612337|3612339|3612341|3612343|3612345,mon_madscientist2_attack_00_159825|mon_madscientist2_attack_01_159825|mon_madscientist2_attack_02_159825|mon_madscientist2_attack_03_159825|mon_madscientist2_attack_04_159825|mon_madscientist2_attack_05_159825|mon_madscientist2_attack_06_159825|mon_madscientist2_attack_07_159825|mon_madscientist2_attack_08_159825|mon_madscientist2_attack_09_159825
159818,no_creature_sound_data_attack_mapping,,,,,,5,3612317|3612319|3612321|3612323|3612325,mon_madscientist2_attackcritical_00_159826|mon_madscientist2_attackcritical_01_159826|mon_madscientist2_attackcritical_02_159826|mon_madscientist2_attackcritical_03_159826|mon_madscientist2_attackcritical_04_159826
160112,no_creature_model_data_for_creature_sound_data,attack,6892,,,,10,3614893|3614895|3614897|3614899|3614901|3614903|3614905|3614907|3614909|3614911,mon_broker_attack_00_160112|mon_broker_attack_01_160112|mon_broker_attack_02_160112|mon_broker_attack_03_160112|mon_broker_attack_04_160112|mon_broker_attack_05_160112|mon_broker_attack_06_160112|mon_broker_attack_07_160112|mon_broker_attack_08_160112|mon_broker_attack_09_160112
160113,no_creature_model_data_for_creature_sound_data,attack_critical,6892,,,,5,3614883|3614885|3614887|3614889|3614891,mon_broker_attackcritical_00_160113|mon_broker_attackcritical_01_160113|mon_broker_attackcritical_02_160113|mon_broker_attackcritical_03_160113|mon_broker_attackcritical_04_160113
160123,no_creature_model_data_for_creature_sound_data,attack,6893,,,,10,3615091|3615093|3615095|3615097|3615099|3615101|3615103|3615105|3615107|3615109,mon_doctor_ickus_attack_00_160123|mon_doctor_ickus_attack_01_160123|mon_doctor_ickus_attack_02_160123|mon_doctor_ickus_attack_03_160123|mon_doctor_ickus_attack_04_160123|mon_doctor_ickus_attack_05_160123|mon_doctor_ickus_attack_06_160123|mon_doctor_ickus_attack_07_160123|mon_doctor_ickus_attack_08_160123|mon_doctor_ickus_attack_09_160123
160124,no_creature_model_data_for_creature_sound_data,attack_critical,6893,,,,5,3615081|3615083|3615085|3615087|3615089,mon_doctor_ickus_attackcritical_00_160124|mon_doctor_ickus_attackcritical_01_160124|mon_doctor_ickus_attackcritical_02_160124|mon_doctor_ickus_attackcritical_03_160124|mon_doctor_ickus_attackcritical_04_160124
160174,no_creature_model_data_for_creature_sound_data,attack_critical,6878,,,,3,3615336|3615338|3615340,mon_manaray_attackcritical_00_160178|mon_manaray_attackcritical_01_160178|mon_manaray_attackcritical_02_160178
160178,no_creature_model_data_for_creature_sound_data,attack_critical,6879,,,,3,3615336|3615338|3615340,mon_manaray_attackcritical_00_160178|mon_manaray_attackcritical_01_160178|mon_manaray_attackcritical_02_160178
160936,no_creature_sound_data_attack_mapping,,,,,,3,3621766|3621768|3621770,mon_devourersmall_attackcritical_00_160936|mon_devourersmall_attackcritical_01_160936|mon_devourersmall_attackcritical_02_160936
161079,no_creature_sound_data_attack_mapping,,,,,,10,548318|548326|548353|548354|548359|548371|548372|548373|548378|548379,ettin_attackcrit_08|ettin_attackcrit_10|ettin_attackcrit_07|ettin_attackcrit_05|ettin_attackcrit_04|ettin_attackcrit_03|ettin_attackcrit_01|ettin_attackcrit_02|ettin_attackcrit_06|ettin_attackcrit_09
161080,no_creature_sound_data_attack_mapping,,,,,,10,548323|548324|548328|548331|548339|548350|548358|548360|548375|548383,ettin_attack_02|ettin_attack_05|ettin_attack_07|ettin_attack_08|ettin_attack_10|ettin_attack_06|ettin_attack_01|ettin_attack_03|ettin_attack_09|ettin_attack_04
161082,no_creature_sound_data_attack_mapping,,,,,,10,3621772|3621774|3621776|3621778|3621780|3621783|3621785|3621787|3621789|3621847,mon_devourersmall_attack_00_160937|mon_devourersmall_attack_01_160937|mon_devourersmall_attack_03_160937|mon_devourersmall_attack_04_160937|mon_devourersmall_attack_05_160937|mon_devourersmall_attack_06_160937|mon_devourersmall_attack_07_160937|mon_devourersmall_attack_08_160937|mon_devourersmall_attack_09_160937|mon_devourersmall_attack_02_160937
161101,no_creature_model_data_for_creature_sound_data,attack,6906,,,,8,3635304|3635306|3635308|3635310|3635312|3635314|3635316|3635318,mon_mawshade_attack_07_161096|mon_mawshade_attack_06_161096|mon_mawshade_attack_05_161096|mon_mawshade_attack_04_161096|mon_mawshade_attack_03_161096|mon_mawshade_attack_02_161096|mon_mawshade_attack_01_161096|mon_mawshade_attack_00_161096
161102,no_creature_model_data_for_creature_sound_data,attack_critical,6906,,,,5,3635294|3635296|3635298|3635300|3635302,mon_mawshade_attackcritical_04_161097|mon_mawshade_attackcritical_03_161097|mon_mawshade_attackcritical_02_161097|mon_mawshade_attackcritical_01_161097|mon_mawshade_attackcritical_00_161097
161111,no_creature_sound_data_attack_mapping,,,,,,8,3635352|3635354|3635356|3635358|3635360|3635362|3635364|3635366,mon_mawshadeheavy_attack_07_161111|mon_mawshadeheavy_attack_06_161111|mon_mawshadeheavy_attack_05_161111|mon_mawshadeheavy_attack_04_161111|mon_mawshadeheavy_attack_03_161111|mon_mawshadeheavy_attack_02_161111|mon_mawshadeheavy_attack_01_161111|mon_mawshadeheavy_attack_00_161111
161112,no_creature_sound_data_attack_mapping,,,,,,5,3635342|3635344|3635346|3635348|3635350,mon_mawshadeheavy_attackcritical_04_161112|mon_mawshadeheavy_attackcritical_03_161112|mon_mawshadeheavy_attackcritical_02_161112|mon_mawshadeheavy_attackcritical_01_161112|mon_mawshadeheavy_attackcritical_00_161112
161116,no_creature_sound_data_attack_mapping,,,,,,8,3635304|3635306|3635308|3635310|3635312|3635314|3635316|3635318,mon_mawshade_attack_07_161096|mon_mawshade_attack_06_161096|mon_mawshade_attack_05_161096|mon_mawshade_attack_04_161096|mon_mawshade_attack_03_161096|mon_mawshade_attack_02_161096|mon_mawshade_attack_01_161096|mon_mawshade_attack_00_161096
161117,no_creature_sound_data_attack_mapping,,,,,,5,3635294|3635296|3635298|3635300|3635302,mon_mawshade_attackcritical_04_161097|mon_mawshade_attackcritical_03_161097|mon_mawshade_attackcritical_02_161097|mon_mawshade_attackcritical_01_161097|mon_mawshade_attackcritical_00_161097
161329,no_creature_model_data_for_creature_sound_data,attack,6911,,,,7,3637891|3637893|3637895|3637897|3637899|3637901|3637903,mon_abominationsmall_attack_00_161318|mon_abominationsmall_attack_01_161318|mon_abominationsmall_attack_02_161318|mon_abominationsmall_attack_03_161318|mon_abominationsmall_attack_04_161318|mon_abominationsmall_attack_05_161318|mon_abominationsmall_attack_06_161318
161330,no_creature_model_data_for_creature_sound_data,attack_critical,6911,,,,3,3637878|3637887|3637889,mon_abominationsmall_attackcritical_00_161317|mon_abominationsmall_attackcritical_01_161317|mon_abominationsmall_attackcritical_02_161317
161355,no_creature_model_data_for_creature_sound_data,attack_critical,6912|6988|7600,,,,3,3640664|3640666|3640668,mon_deathelemental_attackcritical_00_161355|mon_deathelemental_attackcritical_01_161355|mon_deathelemental_attackcritical_02_161355
161356,no_creature_model_data_for_creature_sound_data,attack,6912|6988|7600,,,,7,3640670|3640672|3640674|3640676|3640678|3640680|3640682,mon_deathelemental_attack_00_161356|mon_deathelemental_attack_01_161356|mon_deathelemental_attack_02_161356|mon_deathelemental_attack_03_161356|mon_deathelemental_attack_04_161356|mon_deathelemental_attack_05_161356|mon_deathelemental_attack_06_161356
162066,no_creature_model_data_for_creature_sound_data,attack,6916,,,,7,3670594|3670596|3670598|3670600|3670602|3670604|3670606,mon_maldraxxusflyer_attack_00_162057|mon_maldraxxusflyer_attack_01_162057|mon_maldraxxusflyer_attack_02_162057|mon_maldraxxusflyer_attack_03_162057|mon_maldraxxusflyer_attack_04_162057|mon_maldraxxusflyer_attack_05_162057|mon_maldraxxusflyer_attack_06_162057
162067,no_creature_model_data_for_creature_sound_data,attack_critical,6916,,,,3,3670588|3670590|3670592,mon_maldraxxusflyer_attackcritical_00_162056|mon_maldraxxusflyer_attackcritical_01_162056|mon_maldraxxusflyer_attackcritical_02_162056
162073,no_creature_model_data_for_creature_sound_data,attack,6915,,,,7,3670594|3670596|3670598|3670600|3670602|3670604|3670606,mon_maldraxxusflyer_attack_00_162057|mon_maldraxxusflyer_attack_01_162057|mon_maldraxxusflyer_attack_02_162057|mon_maldraxxusflyer_attack_03_162057|mon_maldraxxusflyer_attack_04_162057|mon_maldraxxusflyer_attack_05_162057|mon_maldraxxusflyer_attack_06_162057
162074,no_creature_model_data_for_creature_sound_data,attack_critical,6915,,,,3,3670588|3670590|3670592,mon_maldraxxusflyer_attackcritical_00_162056|mon_maldraxxusflyer_attackcritical_01_162056|mon_maldraxxusflyer_attackcritical_02_162056
162161,no_creature_sound_data_attack_mapping,,,,,,6,3671617|3671621|3671623|3671625|3671627|3671629,mon_shadebeastflying_attack_00_162179|mon_shadebeastflying_attack_02_162179|mon_shadebeastflying_attack_03_162179|mon_shadebeastflying_attack_04_162179|mon_shadebeastflying_attack_05_162179|mon_shadebeastflying_attack_06_162179
162162,no_creature_sound_data_attack_mapping,,,,,,7,3671617|3671619|3671621|3671623|3671625|3671627|3671629,mon_shadebeastflying_attack_00_162179|mon_shadebeastflying_attack_01_162179|mon_shadebeastflying_attack_02_162179|mon_shadebeastflying_attack_03_162179|mon_shadebeastflying_attack_04_162179|mon_shadebeastflying_attack_05_162179|mon_shadebeastflying_attack_06_162179
162179,no_creature_sound_data_attack_mapping,,,,,,7,3671617|3671619|3671621|3671623|3671625|3671627|3671629,mon_shadebeastflying_attack_00_162179|mon_shadebeastflying_attack_01_162179|mon_shadebeastflying_attack_02_162179|mon_shadebeastflying_attack_03_162179|mon_shadebeastflying_attack_04_162179|mon_shadebeastflying_attack_05_162179|mon_shadebeastflying_attack_06_162179
162180,no_creature_sound_data_attack_mapping,,,,,,3,3671611|3671613|3671615,mon_shadebeastflying_attackcritical_00_162180|mon_shadebeastflying_attackcritical_01_162180|mon_shadebeastflying_attackcritical_02_162180
162189,no_creature_sound_data_attack_mapping,,,,,,7,3525099|3525100|3525101|3525102|3525103|3525104|3525105,mon_vanatora_attack_01_154325|mon_vanatora_attack_02_154325|mon_vanatora_attack_03_154325|mon_vanatora_attack_04_154325|mon_vanatora_attack_05_154325|mon_vanatora_attack_06_154325|mon_vanatora_attack_07_154325
162192,no_creature_sound_data_attack_mapping,,,,,,7,3525099|3525100|3525101|3525102|3525103|3525104|3525105,mon_vanatora_attack_01_154325|mon_vanatora_attack_02_154325|mon_vanatora_attack_03_154325|mon_vanatora_attack_04_154325|mon_vanatora_attack_05_154325|mon_vanatora_attack_06_154325|mon_vanatora_attack_07_154325
162253,no_creature_model_data_for_creature_sound_data,attack,6921,,,,7,2027718|2027719|2027720|2027721|2027722|2027723|2027724,mon_sandstormelemental_attack01|mon_sandstormelemental_attack02|mon_sandstormelemental_attack03|mon_sandstormelemental_attack04|mon_sandstormelemental_attack05|mon_sandstormelemental_attack06|mon_sandstormelemental_attack07
162254,no_creature_model_data_for_creature_sound_data,attack_critical,6921,,,,3,2027725|2027726|2027727,mon_sandstormelemental_attackcri01|mon_sandstormelemental_attackcri02|mon_sandstormelemental_attackcri03
162472,no_creature_model_data_for_creature_sound_data,attack_critical,6924,,,,3,3685023|3685025|3685027,mon_nzothserpent_attackcritical_00_162472|mon_nzothserpent_attackcritical_01_162472|mon_nzothserpent_attackcritical_02_162472
162473,no_creature_model_data_for_creature_sound_data,attack,6924,,,,5,3685029|3685031|3685033|3685035|3685037,mon_nzothserpent_attack_00_162473|mon_nzothserpent_attack_01_162473|mon_nzothserpent_attack_02_162473|mon_nzothserpent_attack_03_162473|mon_nzothserpent_attack_04_162473
162580,no_creature_sound_data_attack_mapping,,,,,,8,3691849|3691851|3691853|3691855|3691857|3691859|3691861|3691863,mon_crucible_soulseeker_attack_01_174592|mon_crucible_soulseeker_attack_02_174592|mon_crucible_soulseeker_attack_03_174592|mon_crucible_soulseeker_attack_04_174592|mon_crucible_soulseeker_attack_05_174592|mon_crucible_soulseeker_attack_06_174592|mon_crucible_soulseeker_attack_07_174592|mon_crucible_soulseeker_attack_08_174592
